selection#  	  units 	 distance 	 units
2 	 239.1672 	 pixels	 310.9177 	 microns
3 	 345.7434 	 pixels	 449.4669 	 microns
4 	 195.9544 	 pixels	 254.741 	 microns
5 	 181.5825 	 pixels	 236.0575 	 microns
6 	 218.6792 	 pixels	 284.2833 	 microns
7 	 359.232 	 pixels	 467.0021 	 microns
8 	 308.2911 	 pixels	 400.7788 	 microns
9 	 266.1073 	 pixels	 345.9399 	 microns
10 	 238.36 	 pixels	 309.8683 	 microns
11 	 210.5888 	 pixels	 273.7657 	 microns
12 	 344.9579 	 pixels	 448.4457 	 microns
13 	 128.7878 	 pixels	 167.4244 	 microns
14 	 264.1631 	 pixels	 343.4123 	 microns
15 	 484.005 	 pixels	 629.2071 	 microns
16 	 222.025 	 pixels	 288.6328 	 microns
17 	 186.0266 	 pixels	 241.8349 	 microns
18 	 463.977 	 pixels	 603.1707 	 microns
19 	 437.2118 	 pixels	 568.3759 	 microns
20 	 540.1696 	 pixels	 702.2212 	 microns
21 	 370.3145 	 pixels	 481.4093 	 microns
22 	 273.08 	 pixels	 355.0043 	 microns
23 	 568.5469 	 pixels	 739.1118 	 microns
24 	 454.8193 	 pixels	 591.2657 	 microns
25 	 421.4001 	 pixels	 547.8207 	 microns
26 	 394.6437 	 pixels	 513.0373 	 microns
27 	 185.6629 	 pixels	 241.362 	 microns
28 	 347.842 	 pixels	 452.195 	 microns
29 	 266.5485 	 pixels	 346.5134 	 microns
30 	 230.0115 	 pixels	 299.0152 	 microns
31 	 449.8006 	 pixels	 584.7414 	 microns
32 	 284.6245 	 pixels	 370.0122 	 microns
33 	 405.6654 	 pixels	 527.3656 	 microns
34 	 197.7439 	 pixels	 257.0673 	 microns
35 	 630.624 	 pixels	 819.812 	 microns
36 	 501.439 	 pixels	 651.8713 	 microns
37 	 428.865 	 pixels	 557.5251 	 microns
38 	 329.5262 	 pixels	 428.3846 	 microns
39 	 211.1643 	 pixels	 274.5139 	 microns
40 	 237.9763 	 pixels	 309.3696 	 microns
41 	 532.9202 	 pixels	 692.7969 	 microns
42 	 558.724 	 pixels	 726.342 	 microns
43 	 457.8481 	 pixels	 595.2032 	 microns
44 	 236.0613 	 pixels	 306.88 	 microns
45 	 98.6655 	 pixels	 128.2653 	 microns
46 	 410.0864 	 pixels	 533.1128 	 microns
47 	 218.1145 	 pixels	 283.5491 	 microns
48 	 393.6459 	 pixels	 511.7402 	 microns
49 	 429.1917 	 pixels	 557.9498 	 microns
50 	 234.6228 	 pixels	 305.01 	 microns
51 	 254.2061 	 pixels	 330.4683 	 microns
52 	 196.0656 	 pixels	 254.8855 	 microns
53 	 328.9291 	 pixels	 427.6083 	 microns
54 	 649.1034 	 pixels	 843.8352 	 microns
55 	 239.3938 	 pixels	 311.2123 	 microns
56 	 222.422 	 pixels	 289.1489 	 microns
57 	 448.4487 	 pixels	 582.9839 	 microns
58 	 520.5236 	 pixels	 676.6814 	 microns
59 	 202.4544 	 pixels	 263.191 	 microns
60 	 530.9091 	 pixels	 690.1825 	 microns
61 	 281.3591 	 pixels	 365.7671 	 microns
62 	 261.8059 	 pixels	 340.348 	 microns
63 	 628.826 	 pixels	 817.4746 	 microns
64 	 343.6679 	 pixels	 446.7687 	 microns
65 	 494.0709 	 pixels	 642.2928 	 microns
66 	 373.6286 	 pixels	 485.7177 	 microns
67 	 323.7547 	 pixels	 420.8815 	 microns
68 	 276.4082 	 pixels	 359.331 	 microns
69 	 415.4029 	 pixels	 540.0242 	 microns
70 	 239.9173 	 pixels	 311.8927 	 microns
71 	 262.5944 	 pixels	 341.373 	 microns
72 	 629.6453 	 pixels	 818.5398 	 microns
73 	 194.3059 	 pixels	 252.5979 	 microns
74 	 257.1683 	 pixels	 334.3192 	 microns
75 	 467.2389 	 pixels	 607.4112 	 microns
76 	 394.6725 	 pixels	 513.0748 	 microns
77 	 520.8226 	 pixels	 677.07 	 microns
78 	 364.3954 	 pixels	 473.7145 	 microns
79 	 367.8031 	 pixels	 478.1445 	 microns
80 	 653.5747 	 pixels	 849.648 	 microns
81 	 256.2931 	 pixels	 333.1813 	 microns
82 	 639.8219 	 pixels	 831.7693 	 microns
83 	 501.9321 	 pixels	 652.5124 	 microns
84 	 430.5393 	 pixels	 559.7016 	 microns
85 	 209.2058 	 pixels	 271.9678 	 microns
86 	 539.1897 	 pixels	 700.9473 	 microns
87 	 261.7746 	 pixels	 340.3073 	 microns
88 	 100.3463 	 pixels	 130.4503 	 microns
89 	 567.204 	 pixels	 737.3659 	 microns
90 	 636.7053 	 pixels	 827.7177 	 microns
91 	 109.7087 	 pixels	 142.6214 	 microns
92 	 448.9116 	 pixels	 583.5856 	 microns
93 	 228.63 	 pixels	 297.2192 	 microns
94 	 498.9375 	 pixels	 648.6193 	 microns
