selection#  	  units 	 distance 	 units
208 	 632.7943 	 pixels	 822.6334 	 microns
209 	 227.9581 	 pixels	 296.3459 	 microns
210 	 358.074 	 pixels	 465.4966 	 microns
211 	 795.4224 	 pixels	 1034.0502 	 microns
212 	 533.6348 	 pixels	 693.7259 	 microns
213 	 586.6427 	 pixels	 762.6363 	 microns
214 	 787.9911 	 pixels	 1024.3894 	 microns
215 	 276.4769 	 pixels	 359.4203 	 microns
216 	 508.9271 	 pixels	 661.6058 	 microns
217 	 382.493 	 pixels	 497.2413 	 microns
218 	 518.7169 	 pixels	 674.3326 	 microns
219 	 342.7255 	 pixels	 445.5436 	 microns
220 	 195.0025 	 pixels	 253.5036 	 microns
221 	 240.6008 	 pixels	 312.7814 	 microns
222 	 807.4493 	 pixels	 1049.6851 	 microns
223 	 638.7671 	 pixels	 830.3981 	 microns
224 	 544.868 	 pixels	 708.3291 	 microns
225 	 752.5776 	 pixels	 978.3518 	 microns
226 	 325.8127 	 pixels	 423.5569 	 microns
227 	 227.4147 	 pixels	 295.6393 	 microns
228 	 214.9695 	 pixels	 279.4606 	 microns
229 	 582.9255 	 pixels	 757.804 	 microns
230 	 251.9786 	 pixels	 327.5725 	 microns
231 	 152.3795 	 pixels	 198.0936 	 microns
232 	 167.6175 	 pixels	 217.903 	 microns
233 	 186.8115 	 pixels	 242.8552 	 microns
234 	 492.3552 	 pixels	 640.0624 	 microns
235 	 425.9299 	 pixels	 553.7095 	 microns
236 	 370.3418 	 pixels	 481.4448 	 microns
237 	 323.1105 	 pixels	 420.0441 	 microns
238 	 296.5074 	 pixels	 385.46 	 microns
239 	 787.68 	 pixels	 1023.9851 	 microns
240 	 395.6989 	 pixels	 514.409 	 microns
241 	 272.7156 	 pixels	 354.5306 	 microns
242 	 255.8484 	 pixels	 332.6033 	 microns
243 	 529.9058 	 pixels	 688.8783 	 microns
244 	 314.0702 	 pixels	 408.2917 	 microns
245 	 134.0439 	 pixels	 174.2572 	 microns
246 	 513.9399 	 pixels	 668.1225 	 microns
247 	 259.2319 	 pixels	 337.0018 	 microns
248 	 206.764 	 pixels	 268.7934 	 microns
249 	 494.7231 	 pixels	 643.1407 	 microns
250 	 248.1167 	 pixels	 322.552 	 microns
251 	 191.3276 	 pixels	 248.7261 	 microns
252 	 166.5897 	 pixels	 216.5668 	 microns
253 	 327.629 	 pixels	 425.9181 	 microns
254 	 115.0152 	 pixels	 149.52 	 microns
255 	 346.261 	 pixels	 450.1398 	 microns
256 	 560.3874 	 pixels	 728.5044 	 microns
257 	 537.7198 	 pixels	 699.0365 	 microns
258 	 310.0763 	 pixels	 403.0996 	 microns
259 	 247.1789 	 pixels	 321.3329 	 microns
260 	 397.4598 	 pixels	 516.6982 	 microns
261 	 340.5936 	 pixels	 442.7721 	 microns
262 	 223.2331 	 pixels	 290.2033 	 microns
263 	 793.0462 	 pixels	 1030.961 	 microns
264 	 369.6547 	 pixels	 480.5515 	 microns
265 	 776.8945 	 pixels	 1009.9639 	 microns
266 	 294.8504 	 pixels	 383.3059 	 microns
267 	 540.2326 	 pixels	 702.3031 	 microns
268 	 466.0128 	 pixels	 605.8173 	 microns
269 	 680.5468 	 pixels	 884.7117 	 microns
270 	 234.9747 	 pixels	 305.4674 	 microns
271 	 296.2388 	 pixels	 385.1108 	 microns
272 	 492.2176 	 pixels	 639.8835 	 microns
273 	 284.2549 	 pixels	 369.5318 	 microns
274 	 784.908 	 pixels	 1020.3814 	 microns
275 	 373.7869 	 pixels	 485.9234 	 microns
276 	 672.0235 	 pixels	 873.6314 	 microns
277 	 360.1165 	 pixels	 468.152 	 microns
278 	 417.9304 	 pixels	 543.3101 	 microns
279 	 459.054 	 pixels	 596.7708 	 microns
280 	 795.4795 	 pixels	 1034.1244 	 microns
281 	 523.0081 	 pixels	 679.9112 	 microns
