selection#  	  units 	 distance 	 units
2 	 256.3312 	 pixels	 333.2308 	 microns
3 	 242.9448 	 pixels	 315.8285 	 microns
4 	 280.9322 	 pixels	 365.2122 	 microns
5 	 213.5085 	 pixels	 277.5613 	 microns
6 	 319.4605 	 pixels	 415.299 	 microns
7 	 295.9172 	 pixels	 384.6927 	 microns
8 	 354.2458 	 pixels	 460.52 	 microns
9 	 201.2358 	 pixels	 261.6068 	 microns
10 	 223.7274 	 pixels	 290.8459 	 microns
11 	 454.3456 	 pixels	 590.6499 	 microns
12 	 288.4733 	 pixels	 375.0157 	 microns
13 	 256.3731 	 pixels	 333.2853 	 microns
14 	 309.3694 	 pixels	 402.1807 	 microns
15 	 193.2616 	 pixels	 251.2404 	 microns
16 	 233.9606 	 pixels	 304.1491 	 microns
17 	 415.8966 	 pixels	 540.6661 	 microns
18 	 318.5626 	 pixels	 414.1318 	 microns
19 	 360.8888 	 pixels	 469.1559 	 microns
20 	 242.6505 	 pixels	 315.4459 	 microns
21 	 173.0965 	 pixels	 225.0257 	 microns
22 	 500.5571 	 pixels	 650.7248 	 microns
23 	 210.5869 	 pixels	 273.7633 	 microns
24 	 201.5135 	 pixels	 261.9678 	 microns
25 	 227.2037 	 pixels	 295.3651 	 microns
26 	 395.7625 	 pixels	 514.4917 	 microns
27 	 744.0692 	 pixels	 967.291 	 microns
28 	 341.7452 	 pixels	 444.2692 	 microns
29 	 368.566 	 pixels	 479.1362 	 microns
30 	 598.6627 	 pixels	 778.2623 	 microns
31 	 259.9861 	 pixels	 337.9823 	 microns
32 	 510.3949 	 pixels	 663.514 	 microns
33 	 318.8577 	 pixels	 414.5154 	 microns
34 	 228.985 	 pixels	 297.6809 	 microns
35 	 440.336 	 pixels	 572.4374 	 microns
36 	 521.7479 	 pixels	 678.273 	 microns
37 	 567.2344 	 pixels	 737.4055 	 microns
38 	 417.4489 	 pixels	 542.6841 	 microns
39 	 396.0485 	 pixels	 514.8635 	 microns
40 	 320.6788 	 pixels	 416.8828 	 microns
41 	 270.3883 	 pixels	 351.5051 	 microns
42 	 351.7492 	 pixels	 457.2744 	 microns
43 	 295.1171 	 pixels	 383.6526 	 microns
44 	 202.0423 	 pixels	 262.6552 	 microns
45 	 245.4492 	 pixels	 319.0843 	 microns
46 	 232.0738 	 pixels	 301.6963 	 microns
47 	 530.1268 	 pixels	 689.1655 	 microns
48 	 218.2214 	 pixels	 283.6881 	 microns
49 	 181.8886 	 pixels	 236.4555 	 microns
50 	 310.3134 	 pixels	 403.4078 	 microns
51 	 202.2505 	 pixels	 262.926 	 microns
52 	 561.7918 	 pixels	 730.3301 	 microns
53 	 365.5281 	 pixels	 475.187 	 microns
54 	 300.2564 	 pixels	 390.3337 	 microns
55 	 342.5321 	 pixels	 445.2922 	 microns
56 	 220.5588 	 pixels	 286.7267 	 microns
57 	 598.8844 	 pixels	 778.5505 	 microns
58 	 392.3673 	 pixels	 510.078 	 microns
59 	 273.0488 	 pixels	 354.9637 	 microns
60 	 328.2241 	 pixels	 426.6917 	 microns
61 	 190.2307 	 pixels	 247.3002 	 microns
62 	 226.6608 	 pixels	 294.6594 	 microns
63 	 240.5893 	 pixels	 312.7664 	 microns
64 	 264.161 	 pixels	 343.4096 	 microns
65 	 446.0859 	 pixels	 579.9123 	 microns
66 	 419.8796 	 pixels	 545.844 	 microns
67 	 785.3464 	 pixels	 1020.9513 	 microns
68 	 383.5966 	 pixels	 498.6761 	 microns
69 	 193.7358 	 pixels	 251.8568 	 microns
70 	 307.2073 	 pixels	 399.3699 	 microns
71 	 285.8454 	 pixels	 371.5994 	 microns
72 	 335.1264 	 pixels	 435.6647 	 microns
73 	 259.738 	 pixels	 337.6597 	 microns
74 	 368.3666 	 pixels	 478.877 	 microns
75 	 312.7538 	 pixels	 406.5803 	 microns
76 	 491.9953 	 pixels	 639.5945 	 microns
77 	 348.62 	 pixels	 453.2065 	 microns
78 	 218.6208 	 pixels	 284.2073 	 microns
79 	 399.0001 	 pixels	 518.7007 	 microns
80 	 524.2045 	 pixels	 681.4665 	 microns
