selection#  	  units 	 distance 	 units
2 	 557.219 	 pixels	 724.3854 	 microns
3 	 140.6724 	 pixels	 182.8744 	 microns
4 	 475.9791 	 pixels	 618.7734 	 microns
5 	 447.2223 	 pixels	 581.3896 	 microns
6 	 618.9087 	 pixels	 804.5821 	 microns
7 	 540.1752 	 pixels	 702.2284 	 microns
8 	 592.9704 	 pixels	 770.8623 	 microns
9 	 658.3206 	 pixels	 855.8176 	 microns
10 	 619.6745 	 pixels	 805.5777 	 microns
11 	 637.0074 	 pixels	 828.1105 	 microns
12 	 436.0667 	 pixels	 566.8873 	 microns
13 	 113.7214 	 pixels	 147.8379 	 microns
14 	 635.4372 	 pixels	 826.0692 	 microns
15 	 633.3996 	 pixels	 823.4203 	 microns
16 	 150.2767 	 pixels	 195.3599 	 microns
17 	 554.647 	 pixels	 721.0418 	 microns
18 	 380.7276 	 pixels	 494.9464 	 microns
19 	 590.7255 	 pixels	 767.9439 	 microns
20 	 261.8222 	 pixels	 340.3692 	 microns
21 	 637.7424 	 pixels	 829.066 	 microns
22 	 551.8047 	 pixels	 717.3469 	 microns
23 	 587.7385 	 pixels	 764.0608 	 microns
24 	 505.3932 	 pixels	 657.0119 	 microns
25 	 426.4877 	 pixels	 554.4345 	 microns
26 	 646.6305 	 pixels	 840.6205 	 microns
27 	 377.8812 	 pixels	 491.246 	 microns
28 	 603.1905 	 pixels	 784.1484 	 microns
29 	 520.8455 	 pixels	 677.0998 	 microns
30 	 506.9363 	 pixels	 659.0179 	 microns
31 	 449.1243 	 pixels	 583.8622 	 microns
32 	 627.3976 	 pixels	 815.6177 	 microns
33 	 519.1106 	 pixels	 674.8445 	 microns
34 	 673.6404 	 pixels	 875.7334 	 microns
35 	 463.6194 	 pixels	 602.7059 	 microns
36 	 661.7375 	 pixels	 860.2596 	 microns
37 	 669.3893 	 pixels	 870.207 	 microns
38 	 626.2403 	 pixels	 814.1132 	 microns
39 	 633.896 	 pixels	 824.0656 	 microns
40 	 597.177 	 pixels	 776.3309 	 microns
41 	 579.8288 	 pixels	 753.7782 	 microns
42 	 783.7225 	 pixels	 1018.8403 	 microns
43 	 517.1603 	 pixels	 672.309 	 microns
44 	 758.5271 	 pixels	 986.0862 	 microns
45 	 609.6151 	 pixels	 792.5005 	 microns
46 	 686.9467 	 pixels	 893.0317 	 microns
47 	 678.196 	 pixels	 881.6557 	 microns
48 	 873.2692 	 pixels	 1135.2512 	 microns
