selection#  	  units 	 distance 	 units
2 	 186.2311 	 pixels	 242.1007 	 microns
3 	 262.9504 	 pixels	 341.8358 	 microns
4 	 317.7106 	 pixels	 413.0242 	 microns
5 	 197.0311 	 pixels	 256.1407 	 microns
6 	 449.1594 	 pixels	 583.9078 	 microns
7 	 294.136 	 pixels	 382.3771 	 microns
8 	 260.3457 	 pixels	 338.4497 	 microns
9 	 356.3773 	 pixels	 463.2909 	 microns
10 	 283.9668 	 pixels	 369.1572 	 microns
11 	 426.1224 	 pixels	 553.9597 	 microns
12 	 303.8444 	 pixels	 394.9982 	 microns
13 	 243.7661 	 pixels	 316.8962 	 microns
14 	 222.8543 	 pixels	 289.7109 	 microns
15 	 380.0261 	 pixels	 494.0345 	 microns
16 	 207.8483 	 pixels	 270.203 	 microns
17 	 138.6549 	 pixels	 180.2516 	 microns
18 	 284.044 	 pixels	 369.2575 	 microns
19 	 309.798 	 pixels	 402.7378 	 microns
20 	 516.8815 	 pixels	 671.9467 	 microns
21 	 192.9043 	 pixels	 250.7759 	 microns
22 	 251.9469 	 pixels	 327.5313 	 microns
23 	 216.5736 	 pixels	 281.5459 	 microns
24 	 261.1092 	 pixels	 339.4422 	 microns
25 	 646.2735 	 pixels	 840.1564 	 microns
26 	 228.4081 	 pixels	 296.9309 	 microns
27 	 202.1204 	 pixels	 262.7568 	 microns
28 	 246.1205 	 pixels	 319.957 	 microns
29 	 577.6373 	 pixels	 750.9292 	 microns
30 	 460.1702 	 pixels	 598.2219 	 microns
31 	 425.3068 	 pixels	 552.8994 	 microns
32 	 279.3999 	 pixels	 363.2202 	 microns
33 	 596.4258 	 pixels	 775.3543 	 microns
34 	 392.0539 	 pixels	 509.6706 	 microns
35 	 368.9984 	 pixels	 479.6984 	 microns
36 	 305.702 	 pixels	 397.413 	 microns
37 	 202.1847 	 pixels	 262.8403 	 microns
38 	 296.0742 	 pixels	 384.8968 	 microns
39 	 271.399 	 pixels	 352.819 	 microns
40 	 222.0775 	 pixels	 288.701 	 microns
41 	 281.6229 	 pixels	 366.1101 	 microns
42 	 244.0783 	 pixels	 317.3021 	 microns
43 	 567.5551 	 pixels	 737.8223 	 microns
44 	 348.7099 	 pixels	 453.3233 	 microns
45 	 307.95 	 pixels	 400.3354 	 microns
46 	 415.2643 	 pixels	 539.8441 	 microns
47 	 275.2599 	 pixels	 357.8382 	 microns
48 	 248.9846 	 pixels	 323.6803 	 microns
49 	 392.2519 	 pixels	 509.9279 	 microns
50 	 297.3059 	 pixels	 386.4981 	 microns
51 	 423.3697 	 pixels	 550.3811 	 microns
52 	 319.8386 	 pixels	 415.7906 	 microns
53 	 256.5424 	 pixels	 333.5055 	 microns
54 	 216.3123 	 pixels	 281.2063 	 microns
55 	 565.5226 	 pixels	 735.1802 	 microns
56 	 343.4492 	 pixels	 446.4844 	 microns
57 	 433.0473 	 pixels	 562.9621 	 microns
58 	 623.4946 	 pixels	 810.5438 	 microns
59 	 600.9681 	 pixels	 781.2594 	 microns
60 	 279.6657 	 pixels	 363.5657 	 microns
61 	 490.4856 	 pixels	 637.6319 	 microns
62 	 369.8005 	 pixels	 480.7411 	 microns
63 	 257.1706 	 pixels	 334.3221 	 microns
64 	 417.053 	 pixels	 542.1694 	 microns
65 	 245.9551 	 pixels	 319.7419 	 microns
66 	 401.5217 	 pixels	 521.9787 	 microns
67 	 301.2091 	 pixels	 391.5723 	 microns
68 	 465.3689 	 pixels	 604.9802 	 microns
69 	 345.2198 	 pixels	 448.7862 	 microns
70 	 362.3884 	 pixels	 471.1054 	 microns
71 	 235.8021 	 pixels	 306.5431 	 microns
72 	 520.6448 	 pixels	 676.8389 	 microns
73 	 421.9523 	 pixels	 548.5385 	 microns
74 	 639.2266 	 pixels	 830.9954 	 microns
75 	 559.845 	 pixels	 727.7992 	 microns
76 	 275.558 	 pixels	 358.2258 	 microns
77 	 321.7176 	 pixels	 418.2332 	 microns
78 	 241.792 	 pixels	 314.3299 	 microns
79 	 610.8535 	 pixels	 794.1104 	 microns
80 	 257.3647 	 pixels	 334.5745 	 microns
81 	 306.737 	 pixels	 398.7584 	 microns
82 	 435.4856 	 pixels	 566.1318 	 microns
83 	 520.2703 	 pixels	 676.3521 	 microns
84 	 167.3334 	 pixels	 217.5336 	 microns
85 	 233.8587 	 pixels	 304.0166 	 microns
86 	 576.0964 	 pixels	 748.926 	 microns
87 	 480.6329 	 pixels	 624.8233 	 microns
88 	 469.9006 	 pixels	 610.8714 	 microns
89 	 286.9876 	 pixels	 373.0842 	 microns
90 	 610.4519 	 pixels	 793.5882 	 microns
91 	 251.595 	 pixels	 327.0739 	 microns
92 	 638.3981 	 pixels	 829.9184 	 microns
93 	 346.0495 	 pixels	 449.8648 	 microns
94 	 296.182 	 pixels	 385.0369 	 microns
95 	 579.4209 	 pixels	 753.2479 	 microns
96 	 595.5202 	 pixels	 774.177 	 microns
97 	 485.0199 	 pixels	 630.5265 	 microns
98 	 221.6589 	 pixels	 288.1568 	 microns
99 	 350.9445 	 pixels	 456.2283 	 microns
100 	 568.1984 	 pixels	 738.6586 	 microns
101 	 316.6188 	 pixels	 411.6049 	 microns
102 	 587.517 	 pixels	 763.7728 	 microns
103 	 339.6986 	 pixels	 441.6087 	 microns
104 	 578.9625 	 pixels	 752.6519 	 microns
105 	 648.7026 	 pixels	 843.3143 	 microns
106 	 376.7453 	 pixels	 489.7693 	 microns
107 	 551.0902 	 pixels	 716.4179 	 microns
108 	 592.4118 	 pixels	 770.1362 	 microns
109 	 435.7866 	 pixels	 566.5232 	 microns
110 	 275.9351 	 pixels	 358.716 	 microns
111 	 541.9999 	 pixels	 704.6005 	 microns
112 	 498.0167 	 pixels	 647.4224 	 microns
113 	 626.7594 	 pixels	 814.788 	 microns
114 	 512.514 	 pixels	 666.2689 	 microns
115 	 478.1836 	 pixels	 621.6393 	 microns
116 	 409.5412 	 pixels	 532.4041 	 microns
117 	 336.5921 	 pixels	 437.5702 	 microns
118 	 458.365 	 pixels	 595.8751 	 microns
119 	 596.2337 	 pixels	 775.1046 	 microns
120 	 573.1678 	 pixels	 745.1189 	 microns
121 	 262.5884 	 pixels	 341.3652 	 microns
122 	 538.8483 	 pixels	 700.5034 	 microns
123 	 296.4075 	 pixels	 385.3301 	 microns
124 	 586.0838 	 pixels	 761.9098 	 microns
125 	 408.0128 	 pixels	 530.4172 	 microns
126 	 372.073 	 pixels	 483.6954 	 microns
127 	 309.8493 	 pixels	 402.8045 	 microns
128 	 598.4637 	 pixels	 778.0036 	 microns
129 	 446.1297 	 pixels	 579.9692 	 microns
130 	 519.6258 	 pixels	 675.5142 	 microns
131 	 504.6064 	 pixels	 655.989 	 microns
132 	 287.903 	 pixels	 374.2742 	 microns
133 	 542.1727 	 pixels	 704.8252 	 microns
134 	 532.5562 	 pixels	 692.3238 	 microns
135 	 511.6328 	 pixels	 665.1234 	 microns
136 	 320.1372 	 pixels	 416.1787 	 microns
137 	 550.2644 	 pixels	 715.3445 	 microns
138 	 269.1928 	 pixels	 349.9511 	 microns
139 	 375.4085 	 pixels	 488.0315 	 microns
140 	 349.6579 	 pixels	 454.5557 	 microns
141 	 283.6924 	 pixels	 368.8005 	 microns
142 	 541.209 	 pixels	 703.5724 	 microns
143 	 184.4951 	 pixels	 239.8439 	 microns
144 	 642.6227 	 pixels	 835.4104 	 microns
145 	 654.9991 	 pixels	 851.4997 	 microns
146 	 295.0771 	 pixels	 383.6007 	 microns
147 	 412.0187 	 pixels	 535.6248 	 microns
148 	 165.8128 	 pixels	 215.5568 	 microns
149 	 535.4084 	 pixels	 696.0316 	 microns
150 	 552.0512 	 pixels	 717.6673 	 microns
151 	 520.939 	 pixels	 677.2214 	 microns
152 	 563.3328 	 pixels	 732.3334 	 microns
153 	 571.9227 	 pixels	 743.5003 	 microns
154 	 514.0076 	 pixels	 668.2106 	 microns
155 	 611.6599 	 pixels	 795.1586 	 microns
156 	 526.3669 	 pixels	 684.2777 	 microns
157 	 518.3555 	 pixels	 673.8628 	 microns
158 	 506.5508 	 pixels	 658.5168 	 microns
159 	 492.0757 	 pixels	 639.6991 	 microns
160 	 268.3913 	 pixels	 348.909 	 microns
161 	 657.3146 	 pixels	 854.5098 	 microns
162 	 548.9666 	 pixels	 713.6572 	 microns
163 	 537.7335 	 pixels	 699.0542 	 microns
164 	 606.405 	 pixels	 788.3272 	 microns
165 	 501.8044 	 pixels	 652.3464 	 microns
166 	 378.9838 	 pixels	 492.6794 	 microns
167 	 598.9269 	 pixels	 778.6058 	 microns
168 	 562.455 	 pixels	 731.1922 	 microns
169 	 325.3566 	 pixels	 422.964 	 microns
170 	 336.0956 	 pixels	 436.9247 	 microns
171 	 590.899 	 pixels	 768.1694 	 microns
172 	 576.447 	 pixels	 749.3818 	 microns
173 	 561.9678 	 pixels	 730.5588 	 microns
174 	 501.8963 	 pixels	 652.4659 	 microns
175 	 604.3624 	 pixels	 785.6719 	 microns
176 	 517.463 	 pixels	 672.7026 	 microns
177 	 352.2522 	 pixels	 457.9284 	 microns
178 	 464.9126 	 pixels	 604.387 	 microns
179 	 446.1384 	 pixels	 579.9805 	 microns
180 	 400.0602 	 pixels	 520.0788 	 microns
181 	 338.3755 	 pixels	 439.8885 	 microns
182 	 327.6472 	 pixels	 425.9418 	 microns
183 	 495.559 	 pixels	 644.2274 	 microns
184 	 544.3789 	 pixels	 707.6933 	 microns
185 	 582.4752 	 pixels	 757.2186 	 microns
186 	 407.0866 	 pixels	 529.2131 	 microns
187 	 345.9525 	 pixels	 449.7387 	 microns
188 	 333.0786 	 pixels	 433.0027 	 microns
