selection#  	  units 	 distance 	 units
2 	 115.7483 	 pixels	 150.4729 	 microns
3 	 108.0284 	 pixels	 140.4371 	 microns
4 	 133.0189 	 pixels	 172.9248 	 microns
5 	 154.8962 	 pixels	 201.3653 	 microns
6 	 146.2957 	 pixels	 190.1846 	 microns
7 	 355.3042 	 pixels	 461.896 	 microns
8 	 169.5934 	 pixels	 220.4717 	 microns
9 	 161.6684 	 pixels	 210.1691 	 microns
10 	 478.9763 	 pixels	 622.6698 	 microns
11 	 462.2481 	 pixels	 600.9231 	 microns
12 	 140.8755 	 pixels	 183.1383 	 microns
13 	 433.8013 	 pixels	 563.9423 	 microns
14 	 500.4462 	 pixels	 650.5808 	 microns
15 	 418.5624 	 pixels	 544.1317 	 microns
16 	 434.8174 	 pixels	 565.2632 	 microns
17 	 474.0998 	 pixels	 616.3304 	 microns
18 	 501.1244 	 pixels	 651.4624 	 microns
19 	 389.3044 	 pixels	 506.0962 	 microns
20 	 542.7091 	 pixels	 705.5225 	 microns
21 	 364.1767 	 pixels	 473.4301 	 microns
22 	 576.5057 	 pixels	 749.4582 	 microns
23 	 558.625 	 pixels	 726.2133 	 microns
24 	 469.1559 	 pixels	 609.9033 	 microns
25 	 123.8079 	 pixels	 160.9504 	 microns
26 	 576.0313 	 pixels	 748.8414 	 microns
27 	 610.0316 	 pixels	 793.0419 	 microns
28 	 220.255 	 pixels	 286.3318 	 microns
29 	 635.9712 	 pixels	 826.7634 	 microns
30 	 704.7839 	 pixels	 916.2199 	 microns
31 	 567.4306 	 pixels	 737.6605 	 microns
32 	 376.3675 	 pixels	 489.2783 	 microns
33 	 490.1518 	 pixels	 637.1979 	 microns
34 	 450.463 	 pixels	 585.6025 	 microns
35 	 482.9045 	 pixels	 627.7765 	 microns
36 	 498.7531 	 pixels	 648.3797 	 microns
37 	 724.2218 	 pixels	 941.4893 	 microns
38 	 412.9412 	 pixels	 536.8241 	 microns
39 	 508.981 	 pixels	 661.6759 	 microns
40 	 339.2533 	 pixels	 441.0297 	 microns
41 	 370.5433 	 pixels	 481.7067 	 microns
42 	 533.4978 	 pixels	 693.5478 	 microns
43 	 423.0329 	 pixels	 549.9434 	 microns
44 	 715.823 	 pixels	 930.5708 	 microns
45 	 601.4972 	 pixels	 781.9472 	 microns
46 	 382.735 	 pixels	 497.556 	 microns
47 	 525.5064 	 pixels	 683.159 	 microns
48 	 438.5425 	 pixels	 570.1059 	 microns
49 	 393.6388 	 pixels	 511.7309 	 microns
50 	 567.701 	 pixels	 738.012 	 microns
51 	 597.6372 	 pixels	 776.9292 	 microns
52 	 422.0851 	 pixels	 548.7112 	 microns
53 	 382.0568 	 pixels	 496.6743 	 microns
54 	 451.0045 	 pixels	 586.3064 	 microns
55 	 547.5181 	 pixels	 711.7742 	 microns
56 	 639.5612 	 pixels	 831.4304 	 microns
57 	 716.7718 	 pixels	 931.8042 	 microns
58 	 416.1242 	 pixels	 540.962 	 microns
59 	 425.1998 	 pixels	 552.7604 	 microns
60 	 501.4628 	 pixels	 651.9023 	 microns
61 	 590.9316 	 pixels	 768.2118 	 microns
62 	 545.8244 	 pixels	 709.5725 	 microns
63 	 602.1068 	 pixels	 782.7396 	 microns
