selection#  	  units 	 distance 	 units
2 	 103.7415 	 pixels	 134.864 	 microns
3 	 77.0511 	 pixels	 100.1665 	 microns
4 	 132.1552 	 pixels	 171.802 	 microns
5 	 112.2211 	 pixels	 145.8876 	 microns
6 	 81.4098 	 pixels	 105.8329 	 microns
7 	 146.4264 	 pixels	 190.3545 	 microns
8 	 115.1725 	 pixels	 149.7245 	 microns
9 	 189.3979 	 pixels	 246.2176 	 microns
10 	 90.7488 	 pixels	 117.9735 	 microns
11 	 230.5449 	 pixels	 299.7087 	 microns
12 	 130.9312 	 pixels	 170.2107 	 microns
13 	 80.0253 	 pixels	 104.0329 	 microns
14 	 275.8894 	 pixels	 358.6565 	 microns
15 	 291.8568 	 pixels	 379.4143 	 microns
16 	 158.637 	 pixels	 206.2284 	 microns
17 	 250.5816 	 pixels	 325.7564 	 microns
18 	 174.1362 	 pixels	 226.3773 	 microns
19 	 373.8611 	 pixels	 486.0199 	 microns
20 	 156.6557 	 pixels	 203.6526 	 microns
21 	 144.1066 	 pixels	 187.3387 	 microns
22 	 114.1815 	 pixels	 148.4361 	 microns
23 	 269.8626 	 pixels	 350.8217 	 microns
24 	 350.5093 	 pixels	 455.6626 	 microns
25 	 224.9093 	 pixels	 292.3824 	 microns
26 	 200.1498 	 pixels	 260.195 	 microns
27 	 242.7022 	 pixels	 315.5132 	 microns
28 	 352.3098 	 pixels	 458.0032 	 microns
29 	 334.9345 	 pixels	 435.4153 	 microns
30 	 152.5587 	 pixels	 198.3266 	 microns
31 	 117.8056 	 pixels	 153.1474 	 microns
32 	 282.1778 	 pixels	 366.8316 	 microns
33 	 92.9682 	 pixels	 120.8588 	 microns
34 	 425.3126 	 pixels	 552.9069 	 microns
35 	 373.4435 	 pixels	 485.477 	 microns
36 	 323.7673 	 pixels	 420.8979 	 microns
37 	 207.481 	 pixels	 269.7256 	 microns
38 	 217.918 	 pixels	 283.2937 	 microns
39 	 182.9808 	 pixels	 237.8753 	 microns
40 	 382.9668 	 pixels	 497.8573 	 microns
41 	 262.297 	 pixels	 340.9864 	 microns
42 	 341.0135 	 pixels	 443.318 	 microns
43 	 225.9528 	 pixels	 293.7389 	 microns
44 	 206.6459 	 pixels	 268.64 	 microns
45 	 168.2914 	 pixels	 218.779 	 microns
46 	 463.9534 	 pixels	 603.14 	 microns
47 	 525.5533 	 pixels	 683.22 	 microns
48 	 451.2205 	 pixels	 586.5873 	 microns
49 	 284.9958 	 pixels	 370.495 	 microns
50 	 373.1058 	 pixels	 485.038 	 microns
51 	 433.2178 	 pixels	 563.1837 	 microns
52 	 211.4471 	 pixels	 274.8815 	 microns
53 	 340.3605 	 pixels	 442.4691 	 microns
54 	 495.0799 	 pixels	 643.6045 	 microns
55 	 569.9346 	 pixels	 740.9158 	 microns
56 	 474.4424 	 pixels	 616.7758 	 microns
57 	 523.9362 	 pixels	 681.1177 	 microns
58 	 423.5383 	 pixels	 550.6003 	 microns
59 	 313.4874 	 pixels	 407.534 	 microns
60 	 138.7588 	 pixels	 180.3867 	 microns
61 	 98.0329 	 pixels	 127.4429 	 microns
62 	 555.1668 	 pixels	 721.7176 	 microns
63 	 89.4213 	 pixels	 116.2478 	 microns
64 	 485.739 	 pixels	 631.4613 	 microns
65 	 416.2338 	 pixels	 541.1045 	 microns
66 	 546.8182 	 pixels	 710.8643 	 microns
67 	 202.1836 	 pixels	 262.839 	 microns
68 	 130.7488 	 pixels	 169.9736 	 microns
69 	 580.1616 	 pixels	 754.2108 	 microns
70 	 503.4551 	 pixels	 654.4923 	 microns
71 	 597.3556 	 pixels	 776.5631 	 microns
72 	 108.4408 	 pixels	 140.9732 	 microns
73 	 468.7799 	 pixels	 609.4145 	 microns
74 	 432.358 	 pixels	 562.066 	 microns
75 	 534.9464 	 pixels	 695.4311 	 microns
76 	 315.106 	 pixels	 409.6382 	 microns
77 	 152.0399 	 pixels	 197.6521 	 microns
78 	 496.9328 	 pixels	 646.0133 	 microns
79 	 357.9203 	 pixels	 465.2968 	 microns
80 	 254.4441 	 pixels	 330.7777 	 microns
81 	 434.5238 	 pixels	 564.8814 	 microns
82 	 384.5852 	 pixels	 499.9613 	 microns
83 	 205.9932 	 pixels	 267.7915 	 microns
84 	 116.2145 	 pixels	 151.079 	 microns
